x,Sol_ap,Sol_exact
0.016216,40.6761,40.6732
0.016224,40.6722,40.6693
0.016232,40.6682,40.6653
0.01624,40.6643,40.6614
0.016248,40.6604,40.6575
0.016256,40.6564,40.6536
0.016264,40.6525,40.6496
0.016272,40.6486,40.6457
0.01628,40.6446,40.6418
0.016288,40.6407,40.6378
0.016296,40.6368,40.6339
0.016304,40.6329,40.63
0.016312,40.6289,40.6261
0.01632,40.625,40.6221
0.016328,40.6211,40.6182
0.016336,40.6172,40.6143
0.016344,40.6132,40.6104
0.016352,40.6093,40.6065
0.01636,40.6054,40.6025
0.016368,40.6015,40.5986
0.016376,40.5976,40.5947
0.016384,40.5936,40.5908
0.016392,40.5897,40.5869
0.0164,40.5858,40.583
0.016408,40.5819,40.579
0.016416,40.578,40.5751
0.016424,40.5741,40.5712
0.016432,40.5702,40.5673
0.01644,40.5663,40.5634
0.016448,40.5623,40.5595
0.016456,40.5584,40.5556
0.016464,40.5545,40.5517
0.016472,40.5506,40.5478
0.01648,40.5467,40.5439
0.016488,40.5428,40.5399
0.016496,40.5389,40.536
0.016504,40.535,40.5321
0.016512,40.5311,40.5282
0.01652,40.5272,40.5243
0.016528,40.5233,40.5204
0.016536,40.5194,40.5165
0.016544,40.5155,40.5126
0.016552,40.5116,40.5087
0.01656,40.5077,40.5048
0.016568,40.5038,40.5009
0.016576,40.4999,40.497
0.016584,40.496,40.4932
0.016592,40.4921,40.4893
0.0166,40.4882,40.4854
0.016608,40.4843,40.4815
0.016616,40.4804,40.4776
0.016624,40.4765,40.4737
0.016632,40.4727,40.4698
0.01664,40.4688,40.4659
0.016648,40.4649,40.462
0.016656,40.461,40.4581
0.016664,40.4571,40.4543
0.016672,40.4532,40.4504
0.01668,40.4493,40.4465
0.016688,40.4454,40.4426
0.016696,40.4416,40.4387
0.016704,40.4377,40.4348
0.016712,40.4338,40.431
0.01672,40.4299,40.4271
0.016728,40.426,40.4232
0.016736,40.4222,40.4193
0.016744,40.4183,40.4154
0.016752,40.4144,40.4116
0.01676,40.4105,40.4077
0.016768,40.4067,40.4038
0.016776,40.4028,40.3999
0.016784,40.3989,40.3961
0.016792,40.395,40.3922
0.0168,40.3912,40.3883
0.016808,40.3873,40.3844
0.016816,40.3834,40.3806
0.016824,40.3795,40.3767
0.016832,40.3757,40.3728
0.01684,40.3718,40.369
0.016848,40.3679,40.3651
0.016856,40.3641,40.3612
0.016864,40.3602,40.3574
0.016872,40.3564,40.3535
0.01688,40.3525,40.3496
0.016888,40.3486,40.3458
0.016896,40.3448,40.3419
0.016904,40.3409,40.3381
0.016912,40.337,40.3342
0.01692,40.3332,40.3303
0.016928,40.3293,40.3265
0.016936,40.3255,40.3226
0.016944,40.3216,40.3188
0.016952,40.3178,40.3149
0.01696,40.3139,40.3111
0.016968,40.31,40.3072
0.016976,40.3062,40.3034
0.016984,40.3023,40.2995
0.016992,40.2985,40.2957
0.017,40.2946,40.2918
0.017008,40.2908,40.288
0.017016,40.2869,40.2841
0.017024,40.2831,40.2803
0.017032,40.2792,40.2764
0.01704,40.2754,40.2726
0.017048,40.2716,40.2687
0.017056,40.2677,40.2649
0.017064,40.2639,40.261
0.017072,40.26,40.2572
0.01708,40.2562,40.2533
0.017088,40.2523,40.2495
0.017096,40.2485,40.2457
0.017104,40.2447,40.2418
0.017112,40.2408,40.238
0.01712,40.237,40.2342
0.017128,40.2331,40.2303
0.017136,40.2293,40.2265
0.017144,40.2255,40.2226
0.017152,40.2216,40.2188
0.01716,40.2178,40.215
0.017168,40.214,40.2111
0.017176,40.2101,40.2073
0.017184,40.2063,40.2035
0.017192,40.2025,40.1997
0.0172,40.1987,40.1958
0.017208,40.1948,40.192
0.017216,40.191,40.1882
0.017224,40.1872,40.1843
0.017232,40.1833,40.1805
0.01724,40.1795,40.1767
0.017248,40.1757,40.1729
0.017256,40.1719,40.169
0.017264,40.168,40.1652
0.017272,40.1642,40.1614
0.01728,40.1604,40.1576
0.017288,40.1566,40.1538
0.017296,40.1528,40.1499
0.017304,40.1489,40.1461
0.017312,40.1451,40.1423
0.01732,40.1413,40.1385
0.017328,40.1375,40.1347
0.017336,40.1337,40.1309
0.017344,40.1299,40.127
0.017352,40.1261,40.1232
0.01736,40.1222,40.1194
0.017368,40.1184,40.1156
0.017376,40.1146,40.1118
0.017384,40.1108,40.108
0.017392,40.107,40.1042
0.0174,40.1032,40.1004
0.017408,40.0994,40.0966
0.017416,40.0956,40.0928
0.017424,40.0918,40.089
0.017432,40.088,40.0852
0.01744,40.0842,40.0814
0.017448,40.0804,40.0775
0.017456,40.0766,40.0737
0.017464,40.0728,40.0699
0.017472,40.069,40.0661
0.01748,40.0652,40.0623
0.017488,40.0614,40.0585
0.017496,40.0576,40.0547
0.017504,40.0538,40.051
0.017512,40.05,40.0472
0.01752,40.0462,40.0434
0.017528,40.0424,40.0396
0.017536,40.0386,40.0358
0.017544,40.0348,40.032
0.017552,40.031,40.0282
0.01756,40.0272,40.0244
0.017568,40.0234,40.0206
0.017576,40.0196,40.0168
0.017584,40.0158,40.013
0.017592,40.0121,40.0092
0.0176,40.0083,40.0055
0.017608,40.0045,40.0017
0.017616,40.0007,39.9979
0.017624,39.9969,39.9941
0.017632,39.9931,39.9903
0.01764,39.9893,39.9865
0.017648,39.9856,39.9828
0.017656,39.9818,39.979
0.017664,39.978,39.9752
0.017672,39.9742,39.9714
0.01768,39.9704,39.9676
0.017688,39.9667,39.9639
0.017696,39.9629,39.9601
0.017704,39.9591,39.9563
0.017712,39.9553,39.9525
0.01772,39.9516,39.9488
0.017728,39.9478,39.945
0.017736,39.944,39.9412
0.017744,39.9402,39.9374
0.017752,39.9365,39.9337
0.01776,39.9327,39.9299
0.017768,39.9289,39.9261
0.017776,39.9252,39.9224
0.017784,39.9214,39.9186
0.017792,39.9176,39.9148
0.0178,39.9139,39.9111
0.017808,39.9101,39.9073
0.017816,39.9063,39.9035
0.017824,39.9026,39.8998
0.017832,39.8988,39.896
0.01784,39.8951,39.8923
0.017848,39.8913,39.8885
0.017856,39.8875,39.8847
0.017864,39.8838,39.881
0.017872,39.88,39.8772
0.01788,39.8763,39.8735
0.017888,39.8725,39.8697
0.017896,39.8687,39.8659
0.017904,39.865,39.8622
0.017912,39.8612,39.8584
0.01792,39.8575,39.8547
0.017928,39.8537,39.8509
0.017936,39.85,39.8472
0.017944,39.8462,39.8434
0.017952,39.8425,39.8397
0.01796,39.8387,39.8359
0.017968,39.835,39.8322
0.017976,39.8312,39.8284
0.017984,39.8275,39.8247
0.017992,39.8237,39.8209
0.018,39.82,39.8172
0.018008,39.8163,39.8135
0.018016,39.8125,39.8097
0.018024,39.8088,39.806
0.018032,39.805,39.8022
0.01804,39.8013,39.7985
0.018048,39.7975,39.7948
0.018056,39.7938,39.791
0.018064,39.7901,39.7873
0.018072,39.7863,39.7835
0.01808,39.7826,39.7798
0.018088,39.7789,39.7761
0.018096,39.7751,39.7723
0.018104,39.7714,39.7686
0.018112,39.7677,39.7649
0.01812,39.7639,39.7611
0.018128,39.7602,39.7574
0.018136,39.7565,39.7537
0.018144,39.7527,39.7499
0.018152,39.749,39.7462
0.01816,39.7453,39.7425
0.018168,39.7415,39.7388
0.018176,39.7378,39.735
0.018184,39.7341,39.7313
0.018192,39.7304,39.7276
0.0182,39.7266,39.7239
0.018208,39.7229,39.7201
0.018216,39.7192,39.7164
0.018224,39.7155,39.7127
0.018232,39.7118,39.709
0.01824,39.708,39.7053
0.018248,39.7043,39.7015
0.018256,39.7006,39.6978
0.018264,39.6969,39.6941
0.018272,39.6932,39.6904
0.01828,39.6894,39.6867
0.018288,39.6857,39.683
0.018296,39.682,39.6792
0.018304,39.6783,39.6755
0.018312,39.6746,39.6718
0.01832,39.6709,39.6681
0.018328,39.6672,39.6644
0.018336,39.6635,39.6607
0.018344,39.6598,39.657
0.018352,39.656,39.6533
0.01836,39.6523,39.6496
0.018368,39.6486,39.6459
0.018376,39.6449,39.6421
0.018384,39.6412,39.6384
0.018392,39.6375,39.6347
0.0184,39.6338,39.631
0.018408,39.6301,39.6273
0.018416,39.6264,39.6236
0.018424,39.6227,39.6199
0.018432,39.619,39.6162
0.01844,39.6153,39.6125
0.018448,39.6116,39.6088
0.018456,39.6079,39.6051
0.018464,39.6042,39.6014
0.018472,39.6005,39.5977
0.01848,39.5968,39.5941
0.018488,39.5931,39.5904
0.018496,39.5894,39.5867
0.018504,39.5857,39.583
0.018512,39.5821,39.5793
0.01852,39.5784,39.5756
0.018528,39.5747,39.5719
0.018536,39.571,39.5682
0.018544,39.5673,39.5645
0.018552,39.5636,39.5608
0.01856,39.5599,39.5571
0.018568,39.5562,39.5535
0.018576,39.5525,39.5498
0.018584,39.5489,39.5461
0.018592,39.5452,39.5424
0.0186,39.5415,39.5387
0.018608,39.5378,39.535
0.018616,39.5341,39.5314
0.018624,39.5305,39.5277
0.018632,39.5268,39.524
0.01864,39.5231,39.5203
0.018648,39.5194,39.5167
0.018656,39.5157,39.513
0.018664,39.5121,39.5093
0.018672,39.5084,39.5056
0.01868,39.5047,39.5019
0.018688,39.501,39.4983
0.018696,39.4974,39.4946
0.018704,39.4937,39.4909
0.018712,39.49,39.4873
0.01872,39.4864,39.4836
0.018728,39.4827,39.4799
0.018736,39.479,39.4763
0.018744,39.4753,39.4726
0.018752,39.4717,39.4689
0.01876,39.468,39.4653
0.018768,39.4643,39.4616
0.018776,39.4607,39.4579
0.018784,39.457,39.4543
0.018792,39.4534,39.4506
0.0188,39.4497,39.4469
0.018808,39.446,39.4433
0.018816,39.4424,39.4396
0.018824,39.4387,39.436
0.018832,39.4351,39.4323
0.01884,39.4314,39.4286
0.018848,39.4277,39.425
0.018856,39.4241,39.4213
0.018864,39.4204,39.4177
0.018872,39.4168,39.414
0.01888,39.4131,39.4104
0.018888,39.4095,39.4067
0.018896,39.4058,39.4031
0.018904,39.4022,39.3994
0.018912,39.3985,39.3958
0.01892,39.3949,39.3921
0.018928,39.3912,39.3885
0.018936,39.3876,39.3848
0.018944,39.3839,39.3812
0.018952,39.3803,39.3775
0.01896,39.3766,39.3739
0.018968,39.373,39.3702
0.018976,39.3693,39.3666
0.018984,39.3657,39.3629
0.018992,39.362,39.3593
0.019,39.3584,39.3557
0.019008,39.3548,39.352
0.019016,39.3511,39.3484
0.019024,39.3475,39.3447
0.019032,39.3438,39.3411
0.01904,39.3402,39.3375
0.019048,39.3366,39.3338
0.019056,39.3329,39.3302
0.019064,39.3293,39.3266
0.019072,39.3257,39.3229
0.01908,39.322,39.3193
0.019088,39.3184,39.3157
0.019096,39.3148,39.312
0.019104,39.3111,39.3084
0.019112,39.3075,39.3048
0.01912,39.3039,39.3011
0.019128,39.3003,39.2975
0.019136,39.2966,39.2939
0.019144,39.293,39.2902
0.019152,39.2894,39.2866
0.01916,39.2857,39.283
0.019168,39.2821,39.2794
0.019176,39.2785,39.2758
0.019184,39.2749,39.2721
0.019192,39.2713,39.2685
0.0192,39.2676,39.2649
0.019208,39.264,39.2613
0.019216,39.2604,39.2576
0.019224,39.2568,39.254
0.019232,39.2532,39.2504
0.01924,39.2495,39.2468
0.019248,39.2459,39.2432
0.019256,39.2423,39.2396
0.019264,39.2387,39.2359
0.019272,39.2351,39.2323
0.01928,39.2315,39.2287
0.019288,39.2278,39.2251
0.019296,39.2242,39.2215
0.019304,39.2206,39.2179
0.019312,39.217,39.2143
0.01932,39.2134,39.2107
0.019328,39.2098,39.2071
0.019336,39.2062,39.2035
0.019344,39.2026,39.1998
0.019352,39.199,39.1962
0.01936,39.1954,39.1926
0.019368,39.1918,39.189
0.019376,39.1882,39.1854
0.019384,39.1846,39.1818
0.019392,39.181,39.1782
0.0194,39.1774,39.1746
0.019408,39.1738,39.171
0.019416,39.1702,39.1674
0.019424,39.1666,39.1638
0.019432,39.163,39.1602
0.01944,39.1594,39.1566
0.019448,39.1558,39.153
0.019456,39.1522,39.1494
0.019464,39.1486,39.1458
0.019472,39.145,39.1423
0.01948,39.1414,39.1387
0.019488,39.1378,39.1351
0.019496,39.1342,39.1315
0.019504,39.1306,39.1279
0.019512,39.127,39.1243
0.01952,39.1234,39.1207
0.019528,39.1199,39.1171
0.019536,39.1163,39.1135
0.019544,39.1127,39.1099
0.019552,39.1091,39.1064
0.01956,39.1055,39.1028
0.019568,39.1019,39.0992
0.019576,39.0983,39.0956
0.019584,39.0948,39.092
0.019592,39.0912,39.0884
0.0196,39.0876,39.0849
0.019608,39.084,39.0813
0.019616,39.0804,39.0777
0.019624,39.0769,39.0741
0.019632,39.0733,39.0706
0.01964,39.0697,39.067
0.019648,39.0661,39.0634
0.019656,39.0625,39.0598
0.019664,39.059,39.0562
0.019672,39.0554,39.0527
0.01968,39.0518,39.0491
0.019688,39.0483,39.0455
0.019696,39.0447,39.042
0.019704,39.0411,39.0384
0.019712,39.0375,39.0348
0.01972,39.034,39.0313
0.019728,39.0304,39.0277
0.019736,39.0268,39.0241
0.019744,39.0233,39.0206
0.019752,39.0197,39.017
0.01976,39.0161,39.0134
0.019768,39.0126,39.0099
0.019776,39.009,39.0063
0.019784,39.0055,39.0027
0.019792,39.0019,38.9992
0.0198,38.9983,38.9956
0.019808,38.9948,38.992
0.019816,38.9912,38.9885
0.019824,38.9877,38.9849
0.019832,38.9841,38.9814
0.01984,38.9805,38.9778
0.019848,38.977,38.9743
0.019856,38.9734,38.9707
0.019864,38.9699,38.9672
0.019872,38.9663,38.9636
0.01988,38.9628,38.96
0.019888,38.9592,38.9565
0.019896,38.9557,38.9529
0.019904,38.9521,38.9494
0.019912,38.9486,38.9458
0.01992,38.945,38.9423
0.019928,38.9415,38.9387
0.019936,38.9379,38.9352
0.019944,38.9344,38.9317
0.019952,38.9308,38.9281
0.01996,38.9273,38.9246
0.019968,38.9237,38.921
0.019976,38.9202,38.9175
0.019984,38.9167,38.9139
0.019992,38.9131,38.9104
0.02,38.9096,38.9069
0.020008,38.906,38.9033
0.020016,38.9025,38.8998
0.020024,38.899,38.8962
0.020032,38.8954,38.8927
0.02004,38.8919,38.8892
0.020048,38.8883,38.8856
0.020056,38.8848,38.8821
0.020064,38.8813,38.8786
0.020072,38.8777,38.875
0.02008,38.8742,38.8715
0.020088,38.8707,38.868
0.020096,38.8671,38.8644
0.020104,38.8636,38.8609
0.020112,38.8601,38.8574
0.02012,38.8566,38.8538
0.020128,38.853,38.8503
0.020136,38.8495,38.8468
0.020144,38.846,38.8433
0.020152,38.8424,38.8397
0.02016,38.8389,38.8362
0.020168,38.8354,38.8327
0.020176,38.8319,38.8292
0.020184,38.8283,38.8256
0.020192,38.8248,38.8221
0.0202,38.8213,38.8186
0.020208,38.8178,38.8151
0.020216,38.8143,38.8116
0.020224,38.8107,38.808
0.020232,38.8072,38.8045
0.02024,38.8037,38.801
0.020248,38.8002,38.7975
0.020256,38.7967,38.794
0.020264,38.7932,38.7905
0.020272,38.7897,38.7869
0.02028,38.7861,38.7834
0.020288,38.7826,38.7799
0.020296,38.7791,38.7764
0.020304,38.7756,38.7729
0.020312,38.7721,38.7694
0.02032,38.7686,38.7659
0.020328,38.7651,38.7624
0.020336,38.7616,38.7589
0.020344,38.7581,38.7554
0.020352,38.7546,38.7519
0.02036,38.751,38.7484
0.020368,38.7475,38.7448
0.020376,38.744,38.7413
0.020384,38.7405,38.7378
0.020392,38.737,38.7343
0.0204,38.7335,38.7308
0.020408,38.73,38.7273
0.020416,38.7265,38.7238
0.020424,38.723,38.7203
0.020432,38.7195,38.7168
0.02044,38.716,38.7133
0.020448,38.7125,38.7098
0.020456,38.709,38.7064
0.020464,38.7056,38.7029
0.020472,38.7021,38.6994
0.02048,38.6986,38.6959
0.020488,38.6951,38.6924
0.020496,38.6916,38.6889
0.020504,38.6881,38.6854
0.020512,38.6846,38.6819
0.02052,38.6811,38.6784
0.020528,38.6776,38.6749
0.020536,38.6741,38.6714
0.020544,38.6706,38.668
0.020552,38.6672,38.6645
0.02056,38.6637,38.661
0.020568,38.6602,38.6575
0.020576,38.6567,38.654
0.020584,38.6532,38.6505
0.020592,38.6497,38.6471
0.0206,38.6463,38.6436
0.020608,38.6428,38.6401
0.020616,38.6393,38.6366
0.020624,38.6358,38.6331
0.020632,38.6323,38.6297
0.02064,38.6289,38.6262
0.020648,38.6254,38.6227
0.020656,38.6219,38.6192
0.020664,38.6184,38.6157
0.020672,38.615,38.6123
0.02068,38.6115,38.6088
0.020688,38.608,38.6053
0.020696,38.6045,38.6019
0.020704,38.6011,38.5984
0.020712,38.5976,38.5949
0.02072,38.5941,38.5914
0.020728,38.5907,38.588
0.020736,38.5872,38.5845
0.020744,38.5837,38.581
0.020752,38.5803,38.5776
0.02076,38.5768,38.5741
0.020768,38.5733,38.5706
0.020776,38.5699,38.5672
0.020784,38.5664,38.5637
0.020792,38.5629,38.5603
0.0208,38.5595,38.5568
0.020808,38.556,38.5533
0.020816,38.5526,38.5499
0.020824,38.5491,38.5464
0.020832,38.5456,38.543
0.02084,38.5422,38.5395
0.020848,38.5387,38.536
0.020856,38.5353,38.5326
0.020864,38.5318,38.5291
0.020872,38.5284,38.5257
0.02088,38.5249,38.5222
0.020888,38.5214,38.5188
0.020896,38.518,38.5153
0.020904,38.5145,38.5119
0.020912,38.5111,38.5084
0.02092,38.5076,38.505
0.020928,38.5042,38.5015
0.020936,38.5007,38.4981
0.020944,38.4973,38.4946
0.020952,38.4938,38.4912
0.02096,38.4904,38.4877
0.020968,38.487,38.4843
0.020976,38.4835,38.4808
0.020984,38.4801,38.4774
0.020992,38.4766,38.4739
0.021,38.4732,38.4705
0.021008,38.4697,38.4671
0.021016,38.4663,38.4636
0.021024,38.4629,38.4602
0.021032,38.4594,38.4567
0.02104,38.456,38.4533
0.021048,38.4525,38.4499
0.021056,38.4491,38.4464
0.021064,38.4457,38.443
0.021072,38.4422,38.4396
0.02108,38.4388,38.4361
0.021088,38.4354,38.4327
0.021096,38.4319,38.4293
0.021104,38.4285,38.4258
0.021112,38.4251,38.4224
0.02112,38.4216,38.419
0.021128,38.4182,38.4155
0.021136,38.4148,38.4121
0.021144,38.4114,38.4087
0.021152,38.4079,38.4053
0.02116,38.4045,38.4018
0.021168,38.4011,38.3984
0.021176,38.3976,38.395
0.021184,38.3942,38.3916
0.021192,38.3908,38.3881
0.0212,38.3874,38.3847
0.021208,38.384,38.3813
0.021216,38.3805,38.3779
0.021224,38.3771,38.3744
0.021232,38.3737,38.371
0.02124,38.3703,38.3676
0.021248,38.3669,38.3642
0.021256,38.3634,38.3608
0.021264,38.36,38.3574
0.021272,38.3566,38.3539
0.02128,38.3532,38.3505
0.021288,38.3498,38.3471
0.021296,38.3464,38.3437
0.021304,38.3429,38.3403
0.021312,38.3395,38.3369
0.02132,38.3361,38.3335
0.021328,38.3327,38.33
0.021336,38.3293,38.3266
0.021344,38.3259,38.3232
0.021352,38.3225,38.3198
0.02136,38.3191,38.3164
0.021368,38.3157,38.313
0.021376,38.3123,38.3096
0.021384,38.3089,38.3062
0.021392,38.3055,38.3028
0.0214,38.302,38.2994
0.021408,38.2986,38.296
0.021416,38.2952,38.2926
0.021424,38.2918,38.2892
0.021432,38.2884,38.2858
0.02144,38.285,38.2824
0.021448,38.2816,38.279
0.021456,38.2782,38.2756
0.021464,38.2748,38.2722
0.021472,38.2715,38.2688
0.02148,38.2681,38.2654
0.021488,38.2647,38.262
0.021496,38.2613,38.2586
0.021504,38.2579,38.2552
0.021512,38.2545,38.2518
0.02152,38.2511,38.2484
0.021528,38.2477,38.245
0.021536,38.2443,38.2416
0.021544,38.2409,38.2383
0.021552,38.2375,38.2349
0.02156,38.2341,38.2315
0.021568,38.2308,38.2281
0.021576,38.2274,38.2247
0.021584,38.224,38.2213
0.021592,38.2206,38.2179
0.0216,38.2172,38.2146
0.021608,38.2138,38.2112
0.021616,38.2104,38.2078
0.021624,38.2071,38.2044
0.021632,38.2037,38.201
0.02164,38.2003,38.1976
0.021648,38.1969,38.1943
0.021656,38.1935,38.1909
0.021664,38.1902,38.1875
0.021672,38.1868,38.1841
0.02168,38.1834,38.1808
0.021688,38.18,38.1774
0.021696,38.1767,38.174
0.021704,38.1733,38.1706
0.021712,38.1699,38.1673
0.02172,38.1665,38.1639
0.021728,38.1632,38.1605
0.021736,38.1598,38.1571
0.021744,38.1564,38.1538
0.021752,38.153,38.1504
0.02176,38.1497,38.147
0.021768,38.1463,38.1437
0.021776,38.1429,38.1403
0.021784,38.1396,38.1369
0.021792,38.1362,38.1336
0.0218,38.1328,38.1302
0.021808,38.1295,38.1268
0.021816,38.1261,38.1235
0.021824,38.1228,38.1201
0.021832,38.1194,38.1167
0.02184,38.116,38.1134
0.021848,38.1127,38.11
0.021856,38.1093,38.1067
0.021864,38.106,38.1033
0.021872,38.1026,38.0999
0.02188,38.0992,38.0966
0.021888,38.0959,38.0932
0.021896,38.0925,38.0899
0.021904,38.0892,38.0865
0.021912,38.0858,38.0832
0.02192,38.0825,38.0798
0.021928,38.0791,38.0765
0.021936,38.0758,38.0731
0.021944,38.0724,38.0698
0.021952,38.0691,38.0664
0.02196,38.0657,38.0631
0.021968,38.0624,38.0597
0.021976,38.059,38.0564
0.021984,38.0557,38.053
0.021992,38.0523,38.0497
0.022,38.049,38.0463
0.022008,38.0456,38.043
0.022016,38.0423,38.0396
0.022024,38.0389,38.0363
0.022032,38.0356,38.0329
0.02204,38.0322,38.0296
0.022048,38.0289,38.0263
0.022056,38.0256,38.0229
0.022064,38.0222,38.0196
0.022072,38.0189,38.0162
0.02208,38.0155,38.0129
0.022088,38.0122,38.0096
0.022096,38.0089,38.0062
0.022104,38.0055,38.0029
0.022112,38.0022,37.9996
0.02212,37.9989,37.9962
0.022128,37.9955,37.9929
0.022136,37.9922,37.9896
0.022144,37.9889,37.9862
0.022152,37.9855,37.9829
0.02216,37.9822,37.9796
0.022168,37.9789,37.9762
0.022176,37.9755,37.9729
0.022184,37.9722,37.9696
0.022192,37.9689,37.9662
0.0222,37.9656,37.9629
0.022208,37.9622,37.9596
0.022216,37.9589,37.9563
0.022224,37.9556,37.9529
0.022232,37.9523,37.9496
0.02224,37.9489,37.9463
0.022248,37.9456,37.943
0.022256,37.9423,37.9397
0.022264,37.939,37.9363
0.022272,37.9356,37.933
0.02228,37.9323,37.9297
0.022288,37.929,37.9264
0.022296,37.9257,37.9231
0.022304,37.9224,37.9197
0.022312,37.9191,37.9164
0.02232,37.9157,37.9131
0.022328,37.9124,37.9098
0.022336,37.9091,37.9065
0.022344,37.9058,37.9032
0.022352,37.9025,37.8999
0.02236,37.8992,37.8965
0.022368,37.8959,37.8932
0.022376,37.8925,37.8899
0.022384,37.8892,37.8866
0.022392,37.8859,37.8833
0.0224,37.8826,37.88
0.022408,37.8793,37.8767
0.022416,37.876,37.8734
0.022424,37.8727,37.8701
0.022432,37.8694,37.8668
0.02244,37.8661,37.8635
0.022448,37.8628,37.8602
0.022456,37.8595,37.8569
0.022464,37.8562,37.8536
0.022472,37.8529,37.8503
0.02248,37.8496,37.847
0.022488,37.8463,37.8437
0.022496,37.843,37.8404
0.022504,37.8397,37.8371
0.022512,37.8364,37.8338
0.02252,37.8331,37.8305
0.022528,37.8298,37.8272
0.022536,37.8265,37.8239
0.022544,37.8232,37.8206
0.022552,37.8199,37.8173
0.02256,37.8166,37.814
0.022568,37.8133,37.8107
0.022576,37.81,37.8074
0.022584,37.8067,37.8041
0.022592,37.8034,37.8008
0.0226,37.8002,37.7975
0.022608,37.7969,37.7942
0.022616,37.7936,37.791
0.022624,37.7903,37.7877
0.022632,37.787,37.7844
0.02264,37.7837,37.7811
0.022648,37.7804,37.7778
0.022656,37.7771,37.7745
0.022664,37.7739,37.7712
0.022672,37.7706,37.768
0.02268,37.7673,37.7647
0.022688,37.764,37.7614
0.022696,37.7607,37.7581
0.022704,37.7575,37.7548
0.022712,37.7542,37.7516
0.02272,37.7509,37.7483
0.022728,37.7476,37.745
0.022736,37.7443,37.7417
0.022744,37.7411,37.7385
0.022752,37.7378,37.7352
0.02276,37.7345,37.7319
0.022768,37.7312,37.7286
0.022776,37.728,37.7254
0.022784,37.7247,37.7221
0.022792,37.7214,37.7188
0.0228,37.7182,37.7155
0.022808,37.7149,37.7123
0.022816,37.7116,37.709
0.022824,37.7083,37.7057
0.022832,37.7051,37.7025
0.02284,37.7018,37.6992
0.022848,37.6985,37.6959
0.022856,37.6953,37.6927
0.022864,37.692,37.6894
0.022872,37.6888,37.6861
0.02288,37.6855,37.6829
0.022888,37.6822,37.6796
0.022896,37.679,37.6764
0.022904,37.6757,37.6731
0.022912,37.6724,37.6698
0.02292,37.6692,37.6666
0.022928,37.6659,37.6633
0.022936,37.6627,37.6601
0.022944,37.6594,37.6568
0.022952,37.6562,37.6535
0.02296,37.6529,37.6503
0.022968,37.6496,37.647
0.022976,37.6464,37.6438
0.022984,37.6431,37.6405
0.022992,37.6399,37.6373
0.023,37.6366,37.634
0.023008,37.6334,37.6308
0.023016,37.6301,37.6275
0.023024,37.6269,37.6243
0.023032,37.6236,37.621
0.02304,37.6204,37.6178
0.023048,37.6171,37.6145
0.023056,37.6139,37.6113
0.023064,37.6106,37.608
0.023072,37.6074,37.6048
0.02308,37.6041,37.6015
0.023088,37.6009,37.5983
0.023096,37.5977,37.5951
0.023104,37.5944,37.5918
0.023112,37.5912,37.5886
0.02312,37.5879,37.5853
0.023128,37.5847,37.5821
0.023136,37.5815,37.5789
0.023144,37.5782,37.5756
0.023152,37.575,37.5724
0.02316,37.5717,37.5691
0.023168,37.5685,37.5659
0.023176,37.5653,37.5627
0.023184,37.562,37.5594
0.023192,37.5588,37.5562
0.0232,37.5556,37.553
0.023208,37.5523,37.5497
0.023216,37.5491,37.5465
0.023224,37.5459,37.5433
0.023232,37.5426,37.54
0.02324,37.5394,37.5368
0.023248,37.5362,37.5336
0.023256,37.5329,37.5304
0.023264,37.5297,37.5271
0.023272,37.5265,37.5239
0.02328,37.5233,37.5207
0.023288,37.52,37.5174
0.023296,37.5168,37.5142
0.023304,37.5136,37.511
0.023312,37.5104,37.5078
0.02332,37.5071,37.5046
0.023328,37.5039,37.5013
0.023336,37.5007,37.4981
0.023344,37.4975,37.4949
0.023352,37.4943,37.4917
0.02336,37.491,37.4885
0.023368,37.4878,37.4852
0.023376,37.4846,37.482
0.023384,37.4814,37.4788
0.023392,37.4782,37.4756
0.0234,37.475,37.4724
0.023408,37.4717,37.4692
0.023416,37.4685,37.4659
0.023424,37.4653,37.4627
0.023432,37.4621,37.4595
0.02344,37.4589,37.4563
0.023448,37.4557,37.4531
0.023456,37.4525,37.4499
0.023464,37.4493,37.4467
0.023472,37.4461,37.4435
0.02348,37.4428,37.4403
0.023488,37.4396,37.4371
0.023496,37.4364,37.4338
0.023504,37.4332,37.4306
0.023512,37.43,37.4274
0.02352,37.4268,37.4242
0.023528,37.4236,37.421
0.023536,37.4204,37.4178
0.023544,37.4172,37.4146
0.023552,37.414,37.4114
0.02356,37.4108,37.4082
0.023568,37.4076,37.405
0.023576,37.4044,37.4018
0.023584,37.4012,37.3986
0.023592,37.398,37.3954
0.0236,37.3948,37.3922
0.023608,37.3916,37.389
0.023616,37.3884,37.3858
0.023624,37.3852,37.3826
0.023632,37.382,37.3795
0.02364,37.3788,37.3763
0.023648,37.3757,37.3731
0.023656,37.3725,37.3699
0.023664,37.3693,37.3667
0.023672,37.3661,37.3635
0.02368,37.3629,37.3603
0.023688,37.3597,37.3571
0.023696,37.3565,37.3539
0.023704,37.3533,37.3507
0.023712,37.3501,37.3476
0.02372,37.347,37.3444
0.023728,37.3438,37.3412
0.023736,37.3406,37.338
0.023744,37.3374,37.3348
0.023752,37.3342,37.3316
0.02376,37.331,37.3285
0.023768,37.3279,37.3253
0.023776,37.3247,37.3221
