x,Sol90
0,57.8433
4e-06,57.8402
8e-06,57.8372
1.2e-05,57.8341
1.6e-05,57.8311
2e-05,57.828
2.4e-05,57.825
2.8e-05,57.8219
3.2e-05,57.8189
3.6e-05,57.8158
4e-05,57.8128
4.4e-05,57.8097
4.8e-05,57.8067
5.2e-05,57.8036
5.6e-05,57.8006
6e-05,57.7975
6.4e-05,57.7945
6.8e-05,57.7915
7.2e-05,57.7884
7.6e-05,57.7854
8e-05,57.7823
8.4e-05,57.7793
8.8e-05,57.7762
9.2e-05,57.7732
9.6e-05,57.7702
0.0001,57.7671
0.000104,57.7641
0.000108,57.761
0.000112,57.758
0.000116,57.755
0.00012,57.7519
0.000124,57.7489
0.000128,57.7458
0.000132,57.7428
0.000136,57.7398
0.00014,57.7367
0.000144,57.7337
0.000148,57.7307
0.000152,57.7276
0.000156,57.7246
0.00016,57.7216
0.000164,57.7185
0.000168,57.7155
0.000172,57.7125
0.000176,57.7094
0.00018,57.7064
0.000184,57.7034
0.000188,57.7003
0.000192,57.6973
0.000196,57.6943
0.0002,57.6912
0.000204,57.6882
0.000208,57.6852
0.000212,57.6822
0.000216,57.6791
0.00022,57.6761
0.000224,57.6731
0.000228,57.67
0.000232,57.667
0.000236,57.664
0.00024,57.661
0.000244,57.6579
0.000248,57.6549
0.000252,57.6519
0.000256,57.6489
0.00026,57.6458
0.000264,57.6428
0.000268,57.6398
0.000272,57.6368
0.000276,57.6337
0.00028,57.6307
0.000284,57.6277
0.000288,57.6247
0.000292,57.6217
0.000296,57.6186
0.0003,57.6156
0.000304,57.6126
0.000308,57.6096
0.000312,57.6066
0.000316,57.6035
0.00032,57.6005
0.000324,57.5975
0.000328,57.5945
0.000332,57.5915
0.000336,57.5884
0.00034,57.5854
0.000344,57.5824
0.000348,57.5794
0.000352,57.5764
0.000356,57.5734
0.00036,57.5704
0.000364,57.5673
0.000368,57.5643
0.000372,57.5613
0.000376,57.5583
0.00038,57.5553
0.000384,57.5523
0.000388,57.5493
0.000392,57.5463
0.000396,57.5432
0.0004,57.5402
0.000404,57.5372
0.000408,57.5342
0.000412,57.5312
0.000416,57.5282
0.00042,57.5252
0.000424,57.5222
0.000428,57.5192
0.000432,57.5162
0.000436,57.5132
0.00044,57.5102
0.000444,57.5071
0.000448,57.5041
0.000452,57.5011
0.000456,57.4981
0.00046,57.4951
0.000464,57.4921
0.000468,57.4891
0.000472,57.4861
0.000476,57.4831
0.00048,57.4801
0.000484,57.4771
0.000488,57.4741
0.000492,57.4711
0.000496,57.4681
0.0005,57.4651
0.000504,57.4621
0.000508,57.4591
0.000512,57.4561
0.000516,57.4531
0.00052,57.4501
0.000524,57.4471
0.000528,57.4441
0.000532,57.4411
0.000536,57.4381
0.00054,57.4351
0.000544,57.4321
0.000548,57.4291
0.000552,57.4261
0.000556,57.4232
0.00056,57.4202
0.000564,57.4172
0.000568,57.4142
0.000572,57.4112
0.000576,57.4082
0.00058,57.4052
0.000584,57.4022
0.000588,57.3992
0.000592,57.3962
0.000596,57.3932
0.0006,57.3902
0.000604,57.3872
0.000608,57.3843
0.000612,57.3813
0.000616,57.3783
0.00062,57.3753
0.000624,57.3723
0.000628,57.3693
0.000632,57.3663
0.000636,57.3633
0.00064,57.3604
0.000644,57.3574
0.000648,57.3544
0.000652,57.3514
0.000656,57.3484
0.00066,57.3454
0.000664,57.3424
0.000668,57.3395
0.000672,57.3365
0.000676,57.3335
0.00068,57.3305
0.000684,57.3275
0.000688,57.3246
0.000692,57.3216
0.000696,57.3186
0.0007,57.3156
0.000704,57.3126
0.000708,57.3097
0.000712,57.3067
0.000716,57.3037
0.00072,57.3007
0.000724,57.2977
0.000728,57.2948
0.000732,57.2918
0.000736,57.2888
0.00074,57.2858
0.000744,57.2829
0.000748,57.2799
0.000752,57.2769
0.000756,57.2739
0.00076,57.271
0.000764,57.268
0.000768,57.265
0.000772,57.262
0.000776,57.2591
0.00078,57.2561
0.000784,57.2531
0.000788,57.2502
0.000792,57.2472
0.000796,57.2442
0.0008,57.2412
0.000804,57.2383
0.000808,57.2353
0.000812,57.2323
0.000816,57.2294
0.00082,57.2264
0.000824,57.2234
0.000828,57.2205
0.000832,57.2175
0.000836,57.2145
0.00084,57.2116
0.000844,57.2086
0.000848,57.2056
0.000852,57.2027
0.000856,57.1997
0.00086,57.1967
0.000864,57.1938
0.000868,57.1908
0.000872,57.1878
0.000876,57.1849
0.00088,57.1819
0.000884,57.179
0.000888,57.176
0.000892,57.173
0.000896,57.1701
0.0009,57.1671
0.000904,57.1642
0.000908,57.1612
0.000912,57.1582
0.000916,57.1553
0.00092,57.1523
0.000924,57.1494
0.000928,57.1464
0.000932,57.1434
0.000936,57.1405
0.00094,57.1375
0.000944,57.1346
0.000948,57.1316
0.000952,57.1287
0.000956,57.1257
0.00096,57.1228
0.000964,57.1198
0.000968,57.1169
0.000972,57.1139
0.000976,57.1109
0.00098,57.108
0.000984,57.105
0.000988,57.1021
0.000992,57.0991
0.000996,57.0962
0.001,57.0932
0.001004,57.0903
0.001008,57.0873
0.001012,57.0844
0.001016,57.0814
0.00102,57.0785
0.001024,57.0755
0.001028,57.0726
0.001032,57.0697
0.001036,57.0667
0.00104,57.0638
0.001044,57.0608
0.001048,57.0579
0.001052,57.0549
0.001056,57.052
0.00106,57.049
0.001064,57.0461
0.001068,57.0431
0.001072,57.0402
0.001076,57.0373
0.00108,57.0343
0.001084,57.0314
0.001088,57.0284
0.001092,57.0255
0.001096,57.0226
0.0011,57.0196
0.001104,57.0167
0.001108,57.0137
0.001112,57.0108
0.001116,57.0079
0.00112,57.0049
0.001124,57.002
