x,Sol1
0,43.164
4e-06,43.161
8e-06,43.1579
1.2e-05,43.1549
1.6e-05,43.1518
2e-05,43.1488
2.4e-05,43.1458
2.8e-05,43.1427
3.2e-05,43.1397
3.6e-05,43.1366
4e-05,43.1336
4.4e-05,43.1305
4.8e-05,43.1275
5.2e-05,43.1244
5.6e-05,43.1214
6e-05,43.1183
6.4e-05,43.1153
6.8e-05,43.1123
7.2e-05,43.1092
7.6e-05,43.1062
8e-05,43.1031
8.4e-05,43.1001
8.8e-05,43.097
9.2e-05,43.094
9.6e-05,43.091
0.0001,43.0879
0.000104,43.0849
0.000108,43.0818
0.000112,43.0788
0.000116,43.0758
0.00012,43.0727
0.000124,43.0697
0.000128,43.0667
0.000132,43.0636
0.000136,43.0606
0.00014,43.0575
0.000144,43.0545
0.000148,43.0515
0.000152,43.0484
0.000156,43.0454
0.00016,43.0424
0.000164,43.0393
0.000168,43.0363
0.000172,43.0333
0.000176,43.0302
0.00018,43.0272
0.000184,43.0242
0.000188,43.0211
0.000192,43.0181
0.000196,43.0151
0.0002,43.012
0.000204,43.009
0.000208,43.006
0.000212,43.003
0.000216,42.9999
0.00022,42.9969
0.000224,42.9939
0.000228,42.9909
0.000232,42.9878
0.000236,42.9848
0.00024,42.9818
0.000244,42.9787
0.000248,42.9757
0.000252,42.9727
0.000256,42.9697
0.00026,42.9666
0.000264,42.9636
0.000268,42.9606
0.000272,42.9576
0.000276,42.9546
0.00028,42.9515
0.000284,42.9485
0.000288,42.9455
0.000292,42.9425
0.000296,42.9395
0.0003,42.9364
0.000304,42.9334
0.000308,42.9304
0.000312,42.9274
0.000316,42.9244
0.00032,42.9213
0.000324,42.9183
0.000328,42.9153
0.000332,42.9123
0.000336,42.9093
0.00034,42.9063
0.000344,42.9032
0.000348,42.9002
0.000352,42.8972
0.000356,42.8942
0.00036,42.8912
0.000364,42.8882
0.000368,42.8852
0.000372,42.8821
0.000376,42.8791
0.00038,42.8761
0.000384,42.8731
0.000388,42.8701
0.000392,42.8671
0.000396,42.8641
0.0004,42.8611
0.000404,42.8581
0.000408,42.855
0.000412,42.852
0.000416,42.849
0.00042,42.846
0.000424,42.843
0.000428,42.84
0.000432,42.837
0.000436,42.834
0.00044,42.831
0.000444,42.828
0.000448,42.825
0.000452,42.822
0.000456,42.819
0.00046,42.816
0.000464,42.813
0.000468,42.81
0.000472,42.807
0.000476,42.804
0.00048,42.801
0.000484,42.798
0.000488,42.795
0.000492,42.792
0.000496,42.789
0.0005,42.786
0.000504,42.783
0.000508,42.78
0.000512,42.777
0.000516,42.774
0.00052,42.771
0.000524,42.768
0.000528,42.765
0.000532,42.762
0.000536,42.759
0.00054,42.756
0.000544,42.753
0.000548,42.75
0.000552,42.747
0.000556,42.744
0.00056,42.741
0.000564,42.738
0.000568,42.735
0.000572,42.732
0.000576,42.729
0.00058,42.726
0.000584,42.7231
0.000588,42.7201
0.000592,42.7171
0.000596,42.7141
0.0006,42.7111
0.000604,42.7081
0.000608,42.7051
0.000612,42.7021
0.000616,42.6991
0.00062,42.6961
0.000624,42.6932
0.000628,42.6902
0.000632,42.6872
0.000636,42.6842
0.00064,42.6812
0.000644,42.6782
0.000648,42.6752
0.000652,42.6723
0.000656,42.6693
0.00066,42.6663
0.000664,42.6633
0.000668,42.6603
0.000672,42.6573
0.000676,42.6544
0.00068,42.6514
0.000684,42.6484
0.000688,42.6454
0.000692,42.6424
0.000696,42.6395
0.0007,42.6365
0.000704,42.6335
