x,Sol60
0,56.2116
4e-06,56.2086
8e-06,56.2055
1.2e-05,56.2025
1.6e-05,56.1994
2e-05,56.1964
2.4e-05,56.1933
2.8e-05,56.1903
3.2e-05,56.1872
3.6e-05,56.1842
4e-05,56.1811
4.4e-05,56.1781
4.8e-05,56.175
5.2e-05,56.172
5.6e-05,56.169
6e-05,56.1659
6.4e-05,56.1629
6.8e-05,56.1598
7.2e-05,56.1568
7.6e-05,56.1537
8e-05,56.1507
8.4e-05,56.1477
8.8e-05,56.1446
9.2e-05,56.1416
9.6e-05,56.1385
0.0001,56.1355
0.000104,56.1325
0.000108,56.1294
0.000112,56.1264
0.000116,56.1233
0.00012,56.1203
0.000124,56.1173
0.000128,56.1142
0.000132,56.1112
0.000136,56.1081
0.00014,56.1051
0.000144,56.1021
0.000148,56.099
0.000152,56.096
0.000156,56.093
0.00016,56.0899
0.000164,56.0869
0.000168,56.0839
0.000172,56.0808
0.000176,56.0778
0.00018,56.0748
0.000184,56.0717
0.000188,56.0687
0.000192,56.0657
0.000196,56.0626
0.0002,56.0596
0.000204,56.0566
0.000208,56.0536
0.000212,56.0505
0.000216,56.0475
0.00022,56.0445
0.000224,56.0414
0.000228,56.0384
0.000232,56.0354
0.000236,56.0324
0.00024,56.0293
0.000244,56.0263
0.000248,56.0233
0.000252,56.0203
0.000256,56.0172
0.00026,56.0142
0.000264,56.0112
0.000268,56.0082
0.000272,56.0051
0.000276,56.0021
0.00028,55.9991
0.000284,55.9961
0.000288,55.993
0.000292,55.99
0.000296,55.987
0.0003,55.984
0.000304,55.981
0.000308,55.9779
0.000312,55.9749
0.000316,55.9719
0.00032,55.9689
0.000324,55.9659
0.000328,55.9629
0.000332,55.9598
0.000336,55.9568
0.00034,55.9538
0.000344,55.9508
0.000348,55.9478
0.000352,55.9448
0.000356,55.9417
0.00036,55.9387
0.000364,55.9357
0.000368,55.9327
0.000372,55.9297
0.000376,55.9267
0.00038,55.9237
0.000384,55.9207
0.000388,55.9176
0.000392,55.9146
0.000396,55.9116
0.0004,55.9086
0.000404,55.9056
0.000408,55.9026
0.000412,55.8996
0.000416,55.8966
